Cod_Producto,Descripcion,Unidad,Precio,Precio_IVA,Paga_Impuesto_IVA,Existencia,Observación,Campo1
14044,TAPA FINAL 32X12MM BL DEXSON,U,0.580357143,0.65,VERDADERO,0,COTIZACIÓN,
1405,ACCESORIOS SUELDA EXOTERMICA 150,U,5.75,,FALSO,0,COTIZACIÓN,
1406,ARANDELA PRESION ø 5/16        ELECTROLITICO,U,0.0172,,FALSO,0,COTIZACIÓN,
1407,ACCESORIOS BREAKER PARA RIEL 1P 10AMP SCHNEIDER,U,3.0067,,FALSO,0,COTIZACIÓN,
1408,ACCESORIOS SUELDA EXOTERMICA 150,U,22.4,,FALSO,0,COTIZACIÓN,
1409,BROCA COBALTO ø 5/32,U,0.48,,FALSO,0,COTIZACIÓN,
141,AISLANTE PARA SOPORTE DE CABLE 25kV CERÁMICO,U,0,,FALSO,1,INVENTARIO,
1410,ACCESORIOS SUELDA EXOTERMICA 115,U,3.8,,FALSO,0,COTIZACIÓN,
1411,ACCESORIOS G. MEJORADOR DE SUELO ( GEM ),U,15.99,,FALSO,0,COTIZACIÓN,
1412,PERNO G2 ø 1/4 X 2 ROSCA CORRIDA       ELECTROLITICO,U,0.0481,,FALSO,0,COTIZACIÓN,
1413,BROCA COBALTO ø 1/4,U,0.96,,FALSO,0,COTIZACIÓN,
1414,ACCESORIOS BREAKER RIEL DIN 2P 6A,U,6.511,,FALSO,0,COTIZACIÓN,
1415,BROCA COBALTO ø 3/16,U,0.52,,FALSO,0,COTIZACIÓN,
1416,BROCA COBALTO ø 3/8,U,3.04,,FALSO,0,COTIZACIÓN,
1417,CERRAJERIA Y HERRAJES TAIPE 40 mm,U,0.831,,FALSO,0,COTIZACIÓN,
1418,ARANDELA PRESION ø 3/8        ELECTROLITICO,U,0.0384,,FALSO,0,COTIZACIÓN,
1419,PERNO G2 ø 1/2 X 2 ROSCA CORRIDA       ELECTROLITICO,U,0.256,,FALSO,0,COTIZACIÓN,
142,AISLADOR TIPO PIN 25kV,U,0,,FALSO,1,INVENTARIO,
1420,TUERCA G2 ø 5/16        ELECTROLITICO,U,0.0208,,FALSO,0,COTIZACIÓN,
1421,TUERCA G2 ø 1/4        ELECTROLITICO,U,0.0139,,FALSO,0,COTIZACIÓN,
1422,ARANDELA PRESION ø 1/4        ELECTROLITICO,U,0.0148,,FALSO,0,COTIZACIÓN,
1423,BROCA COBALTO ø 5/8,U,7.2,,FALSO,0,COTIZACIÓN,
1424,ARANDELA PLANA ø 1/4        ELECTROLITICO,U,0.0192,,FALSO,0,COTIZACIÓN,
1425,GENERADORES DIESEL CABINADO 3F 600KVA 13800 / 220V-127V  NUEVO,U,54455,,FALSO,0,COTIZACIÓN,
1426,TUERCA G2 ø 3/8        ELECTROLITICO,U,0.032,,FALSO,0,COTIZACIÓN,
1427,ACCESORIOS SUELDA EXOTERMICA 115,U,18.01,,FALSO,0,COTIZACIÓN,
1428,"LIJA LIMA REDONDA 10""",U,2.5535,,FALSO,0,COTIZACIÓN,
1429,BROCA CONCRETO ø 3/8 x 12,U,6.9,,FALSO,0,COTIZACIÓN,
143,TENSOR BUKAN M8 GALVANIZADO,U,0,,FALSO,1,INVENTARIO,
1430,BROCA CONCRETO ø 5/8 x 12,U,7.3,,FALSO,0,COTIZACIÓN,
1431,BROCA CONCRETO ø 1/4 x 8,U,6.1,,FALSO,0,COTIZACIÓN,
1432,"ARMADO/ DESARMADO LLAVES DE PICO 10""",U,9.8133,,FALSO,0,COTIZACIÓN,
1433,BROCA CONCRETO ø 1/2    10,U,7.46,,FALSO,0,COTIZACIÓN,
1434,MATERIALES CERAMICOS VINIL AHDESIVO  TRANSPARENTE,U,22,,FALSO,0,COTIZACIÓN,
1435,TACO FISHER F-6 (para concreto),U,0.014,,FALSO,0,COTIZACIÓN,
1436,"PERNO EXPANSIVO 1.1 ø 3/8 X 2-1/2""       CU#A",U,0.45,,FALSO,0,COTIZACIÓN,
1437,HERRAMIENTAS MANUALES PINZA CORTE DIAGONAL 180 MM E29,U,5.991,,FALSO,0,COTIZACIÓN,
1438,CERRAJERIA Y HERRAJES MASKING 48 mm,U,2.1964,,FALSO,0,COTIZACIÓN,
1439,PERNO EXPANSIVO 1.1 ø 1/2 X 2-3/4       CU#A,U,1.4,,FALSO,0,COTIZACIÓN,
144,PORTABARRA TIPO ESCALERA (VARIOS TAMAÑOS),U,0,,FALSO,4,INVENTARIO,
1440,ARMADO/ DESARMADO PALANCA DE FUERZA RACHET / DADOS JUEGO 76 PIEZAS MANDO 1/2,U,123.2,,FALSO,0,COTIZACIÓN,
1441,OFICINA LAPIZ Y ESFERO ESFERO BIC,U,0.65,,FALSO,0,COTIZACIÓN,
1442,VARILLA COPERWELD 5/8 X 1800 mm,U,4.725,,FALSO,0,COTIZACIÓN,
1443,PERNO G2 ø 3/8 X 2 ROSCA CORRIDA       ELECTROLITICO,U,0.128,,FALSO,0,COTIZACIÓN,
1444,GENERADORES DIESEL CABINADO 3F 400KVA 13800 / 460-266V  NUEVO,U,43070,,FALSO,0,COTIZACIÓN,
1445,CABLE THHN COBRE 1/0 AWG,M,8.3,,FALSO,0,COTIZACIÓN,
1446,ACCESORIOS BREAKER PARA RIEL 2P 50AMP SCHNEIDER,U,29.62,,FALSO,0,COTIZACIÓN,
1447,ALAMBRE DE AMARRE GALVANIZADO No 14,M,1.3,,FALSO,0,COTIZACIÓN,
1448,FUNGIBLE PINTURA PARA MARCAR G.,U,2.75,,FALSO,0,COTIZACIÓN,
1449,MATERIAL ELECTRICO TOMA CORRIENTE DOBLE  15A - 125V            NARANJA,U,5.9375,,FALSO,0,COTIZACIÓN,
145,DISYUNTOR TRIPOLAR 160A,U,0,,FALSO,1,INVENTARIO,
1450,MATERIAL ELECTRICO TOMA CORRIENTE DOBLE  15A - 125V,U,3.8244,,FALSO,0,COTIZACIÓN,
1451,ACCESORIOS BREAKER 3P 100A,U,61.9,,FALSO,0,COTIZACIÓN,
1452,ILUMINACION LED LUZ PILOTO 110V AC Ø22mm 3SU1153-6AA40-1AA0 SIEMENS           VERDE,U,6.975,,FALSO,0,COTIZACIÓN,
1453,ACCESORIOS BREAKER PARA CENTRO DE CARGA 1 POLO 20A (1X20) SCHNEIDER,U,5.6875,,FALSO,0,COTIZACIÓN,
1454,ACCESORIOS SUELDA EXOTERMICA 90,U,4.655,,FALSO,0,COTIZACIÓN,
1455,CERRAJERIA Y HERRAJES CINTA ANTIFUNDENTE 33 mm,U,8.8065,,FALSO,0,COTIZACIÓN,
1456,ILUMINACION LED LUZ PILOTO 110V AC Ø22mm 3SU1153-6AA20-1AA0 SIEMENS           ROJO,U,6.975,,FALSO,0,COTIZACIÓN,
1457,ACCESORIOS BREAKER PARA CENTRO DE CARGA 2 POLOS 40A,U,13.68,,FALSO,0,COTIZACIÓN,
1458,ACCESORIOS BREAKER CAJA MOLDEADA 3 POLOS 80A (3X80) SCHNEIDER,U,53.8,,FALSO,0,COTIZACIÓN,
1459,OFICINA CARPETA / ARCHIVADORES / COVERS CARPETA A4 LOMO #3 3 ANILLOS,U,2.6125,,FALSO,0,COTIZACIÓN,
146,DISYUNTOR TRIPOLAR 150A,U,0,,FALSO,1,INVENTARIO,
1460,BATERIA BATERIA PISTOLA DE COMPRESIÓN HI FORCE,U,557.99,,FALSO,0,COTIZACIÓN,
1461,BOMBA ESTACIONARIA,U,10.02,,FALSO,0,COTIZACIÓN,
1462,TUBERIA ACOMETIDA PVC REFORZADO ø 110 mm TIPO TDP,U,21.6964,,FALSO,0,COTIZACIÓN,
1463,TABLEROS TRIPLEX MR CORRIENTE 15 MM    2440 1220,U,39.57,,FALSO,0,COTIZACIÓN,
1464,TABLEROS TRIPLEX MR CORRIENTE 15 MM    2440 1220,U,39.57,,FALSO,0,COTIZACIÓN,
1465,MALLA ELECTROSOLDADA 8 X 15 mm    6250 2,U,1.1069,,FALSO,0,COTIZACIÓN,
1466,VARILLA CORRUGADA ø 12 mm    12000    NE,U,1.2271,,FALSO,0,COTIZACIÓN,
1467,ACCESORIOS G. TAPA HIERRO FUNDIDO POZO REVISION Ø60CM ALTO 5CM,U,190,,FALSO,0,COTIZACIÓN,
1468,ACCESORIOS G. TAPA HIERRO FUNDIDO POZO REVISION Ø60CM ALTO 5CM,U,165,,FALSO,0,COTIZACIÓN,
1469,CABLE DESNUDO COBRE 2 AWG,M,4.684,,FALSO,0,COTIZACIÓN,
147,SENSOR LED 9W,U,0,,FALSO,1,INVENTARIO,
1470,VARILLA CORRUGADA ø 12 mm    12000    NEGRO,U,1.2271,,FALSO,0,COTIZACIÓN,
1471,CERRAJERIA Y HERRAJES CINTA ANTIFUNDENTE 19 mm,U,14.516,,FALSO,0,COTIZACIÓN,
1472,VARILLA COPERWELD 5/8 X 2400 mm        COBRE,U,7.847,,FALSO,0,COTIZACIÓN,
1473,ACCESORIOS SUELDA EXOTERMICA 90,U,13.3253,,FALSO,0,COTIZACIÓN,
1474,CABLE DESNUDO COBRE 2/0,M,9.975,,FALSO,0,COTIZACIÓN,
1475,"MATERIALES DE FUNDICION RIPIO GRAVA 2""",U,4.5,,FALSO,0,COTIZACIÓN,
1476,"CLAVOS GALVANIZADO CON CABEZA 2""",U,1.162,,FALSO,0,COTIZACIÓN,
1477,"TUBERIA ACOMETIDA PVC CONDUIT ø 4""(PARA MEDIO VOLTAJE)            NARANJA",U,17.8571,,FALSO,0,COTIZACIÓN,
1478,MATERIALES DE FUNDICION CEMENTO 50 KG,U,7.4107,,FALSO,0,COTIZACIÓN,
1479,CUARTONES CUARTONES 5X5 CM; 2.40M LARGO,U,4.2,,FALSO,0,COTIZACIÓN,
148,REFLED 6W,U,0,,FALSO,2,INVENTARIO,
1480,MATERIALES DE FUNDICION RIPIO (SACO),U,0.9,,FALSO,0,COTIZACIÓN,
1481,MATERIALES DE FUNDICION CEMENTO 50 KG,U,7.4107,,FALSO,0,COTIZACIÓN,
1482,MATERIALES DE FUNDICION CEMENTO 50 KG,U,7.4107,,FALSO,0,COTIZACIÓN,
1483,TABLAS MADERA 30 CM X 2.5 CM X 2.5 M,U,2.5982,,FALSO,0,COTIZACIÓN,
1484,MATERIALES DE FUNDICION ARENA,U,18.125,,FALSO,0,COTIZACIÓN,
1485,MATERIALES DE FUNDICION RIPIO (SACO),U,1.008,,FALSO,0,COTIZACIÓN,
1486,SECCIONADOR PORTAFUSIBLE CON ROMPEARCO UNIPOLAR ABIERTO 15KW,U,230.111,,FALSO,0,COTIZACIÓN,
1487,"MANGUERA POLIETILENO ø 1""",U,0.2688,,FALSO,0,COTIZACIÓN,
1488,ACCESORIOS G. TAPA HIERRO FUNDIDO POZO REVISION Ø60CM ALTO 5CM,U,190,,FALSO,0,COTIZACIÓN,
1489,ADITIVOS Y CONSTRUCCIÓN HORMIGON PREMEZCLADO RESISTENCIA  F´C= 210 KG/CM2,U,75.97,,FALSO,0,COTIZACIÓN,
149,REFLED 5W,U,0,,FALSO,7,INVENTARIO,
1490,"CODO PVC SIMPLE 90 ø 4""  RADIO LARGO",U,2.9911,,FALSO,0,COTIZACIÓN,
1491,CABLE TTU ALUMINIO 6 AWG   2KV,M,0.654,,FALSO,0,SED,
1492,CABLE TTU ALUMINIO 6 AWG   2KV,M,0.654,,FALSO,0,SED,
1493,CABLE TTU ALUMINIO 4 AWG   2KV,M,0.83,,FALSO,0,SED,
1494,CABLE TTU ALUMINIO 2 AWG   2KV,M,1.14,,FALSO,0,SED,
1495,CABLE TTU ALUMINIO 1/0 AWG   2KV,M,1.82,,FALSO,0,SED,
1496,CABLE TTU ALUMINIO 2/0 AWG   2KV,M,2.13,,FALSO,0,SED,
1497,CABLE TTU ALUMINIO 3/0 AWG   2KV,M,2.89,,FALSO,0,SED,
1498,CABLE TTU ALUMINIO 4/0 AWG   2KV,M,3.54,,FALSO,0,SED,
1499,AF - MUL MÓDULO DE VOZ,U,90.72,,FALSO,0,INSELEC,
15,"TORNILLO TIRAFONDO 2-1/2""",U,0,,FALSO,13,INVENTARIO,
150,INTERRUPTOR TRIPLE,U,0,,FALSO,2,INVENTARIO,
1500,"AF - C232 INTERFASE ENTRE FAB, MODEM Y PC",U,10.58,,FALSO,0,INSELEC,
15001,CAJETIN OCTOGO. PVC INDUMA,U,0.357142857,0.4,VERDADERO,0,COTIZACIÓN,
15002,CAJETIN OCTOGO. METÁLICO 0.45MM,U,0.357142857,0.4,VERDADERO,0,COTIZACIÓN,
15003,CAJETIN RECTANGULAR PVC INDUMA,U,0.357142857,0.4,VERDADERO,0,COTIZACIÓN,
15004,CAJETIN RECTANGULAR METÁLICO,U,0.267857143,0.3,VERDADERO,0,COTIZACIÓN,
15005,CAJETIN CUADRADO METÁLICO 10X10CM,U,0.580357143,0.65,VERDADERO,0,COTIZACIÓN,
15006,CAJA INT/TOMA 32MM BL DEXSON,U,1.517857143,1.7,VERDADERO,0,COTIZACIÓN,
15007,CAJA INT/TOMA 40MM BL DEXSON,U,1.785714286,2,VERDADERO,0,COTIZACIÓN,
15008,CAJA PLAST. 100X100X55MM LISA IP65 JSL,U,3.125,3.5,VERDADERO,0,COTIZACIÓN,
15009,CAJA PLAST. 175X110X83MM LISA IP65 JSL,U,7.232142857,8.1,VERDADERO,0,COTIZACIÓN,
1501,AF - LCD PANTALLA DE PROGRAMACIÓN,U,10.5,,FALSO,0,INSELEC,
15010,CAJA PLAST. 100X100X55MM DEXSON,U,5.491071429,6.15,VERDADERO,0,COTIZACIÓN,
15011,CAJA PLAST. 220X170X120MM TROQ. IP65 JSL,U,9.464285714,10.6,VERDADERO,0,COTIZACIÓN,
15012,CAJA PLAST. 220X170X120MM TAPA/TRANSP. IP65 JSL,U,12.94642857,14.5,VERDADERO,0,COTIZACIÓN,
1502,AF - C485 INTERFASE ENTRE FAB & RS 485 BUS PARA RED Y MONITOREO,U,18.14,,FALSO,0,INSELEC,
1503,AF - M232 INTERFASE ENTRE AF-C232 & MODEM PARA COMUNICACIÓN,U,4.54,,FALSO,0,INSELEC,
1504,SR - VPA MÓDULO DE VOZ,U,95.38,,FALSO,0,INSELEC,
1505,SR - HMI PANTALLA INTERFASE HOMBRE - MAQUINA,U,28.48,,FALSO,0,INSELEC,
1506,SR - RCA MÓDULO DE RECEPCION REMOTA,U,159.35,,FALSO,0,INSELEC,
1507,SR - TC CONTROL REMOTO,U,71.14,,FALSO,0,INSELEC,
1508,SR - 20ERA MÓDULO DE EXPANSIÓN AC 12e/8s,U,108.21,,FALSO,0,INSELEC,
1509,SR - 20ERD MÓDULO DE EXPANSIÓN DC 12e/8s,U,69.43,,FALSO,0,INSELEC,
151,COAXIAL SIMPLE,U,0,,FALSO,4,INVENTARIO,
1510,SR - WRT PANTALLA DE PROGRAMACIÓN,U,28.48,,FALSO,0,INSELEC,
1511,SR - EHC KIT PARA MONTAJE DE PANTALLA EN PANEL,U,19.92,,FALSO,0,INSELEC,
1512,SR - PC TAPA PLÁSTICA,U,0.21,,FALSO,0,INSELEC,
1513,SR- LED TAPA PLÁSTICA CON LEDS,U,7.31,,FALSO,0,INSELEC,
1514,SR - CP CABLE DE COMUNICACIÓN SERIAL,U,14.62,,FALSO,0,INSELEC,
1515,SR - DU USB CABLE DE COMUNICACIÓN USB,U,31.32,,FALSO,0,INSELEC,
1516,CABLE APB-EXNETTCP/IP,U,77.15,,FALSO,0,INSELEC,
1517,MODULO DE EXPANSION  APB-22ERA 100-240 Vac 14I /8O RELÉ,U,110.23,,FALSO,0,INSELEC,
1518,MODULO DE EXPANSION  APB-22ERD 12-24 Vdc 14I /8O RELÉ,U,110.23,,FALSO,0,INSELEC,
1519,CABLE DE PROGRAMACION  APB-DUSB (USB PORT),U,24.8,,FALSO,0,INSELEC,
152,DIMMER SIMPLE,U,0,,FALSO,7,INVENTARIO,
1520,MODULO DE EXTENCION APB-EXPMCAPB COMMUNICATION EXTENSION MODULE,U,44.09,,FALSO,0,INSELEC,
1521,CONECTOR REMOTO APB-ECB THE EXTENDED CORE BETWEEN APB MAIN MACHINE AND APB EXTEND M,U,2.75,,FALSO,0,INSELEC,
1522,AF - 10MR-A 100/240V AC (CON PROGRAMADOR) SALIDA DE RELE 6e/4s,U,90.05,,FALSO,0,INSELEC,
1523,SR - 12MRAC 100 / 240V AC (SIN PROGRAMADOR) SALIDA DE RELE 8e/4s,U,93.98,,FALSO,0,INSELEC,
1524,SR - 12MRDC 12 / 24V DC (SIN PROGRAMADOR) SALIDA DE RELE 8e/4s,U,99.67,,FALSO,0,INSELEC,
1525,SR - 22MRAC 100 / 240V AC (SIN PROGRAMADOR) SALIDA DE RELE 14e/8s,U,153.77,,FALSO,0,INSELEC,
1526,SR - 22MRDC 12 / 24V DC (SIN PROGRAMADOR) SALIDA DE RELE 14e/8s,U,159.46,,FALSO,0,INSELEC,
1527,APB-12MRAL100~240VAC 8 IN / 4 OUT R(with HMI),U,135.03,,FALSO,0,INSELEC,
1528,APB 12MRDL12~24VDC 8 IN (A) / 4 OUT  R (with HMI),U,129.52,,FALSO,0,INSELEC,
1529,APB-22MRAL100~240VAC14 ACIN/8 R OUT (with HMI),U,184.63,,FALSO,0,INSELEC,
153,INTERRUPTOR DOBLE,U,0,,FALSO,13,INVENTARIO,
1530,"APB-24MRDL12-24VDC12DCIN(A),2DCIN(4~20MA)/6R OUT 2(4~20MA) A OUTPUT",U,192.9,,FALSO,0,INSELEC,
1531,LB-R240W ARMADURA REGLETA 2 X 40 W BLANCO (I-0701-B),U,7.34,,FALSO,0,INSELEC,
1532,"BNJ-101 BAND. ESTÁNDAR 2 UR 19"" (89.5x442x372) mm NEGRO",U,17.18,,FALSO,0,INSELEC,
1533,"BNJ-103 BAND. SOPORTE SEPARADO 2 UR 19"" (89.5x434x294) mm NEGRO",U,17.29,,FALSO,0,INSELEC,
1534,"BNJ-104 BAND. DOBLE SERVICIO 2 UR 19"" (89.5x436x653) mm NEGRO",U,29.66,,FALSO,0,INSELEC,
1535,"BNJ-105 BAND. SIMPLE 1 UR 19"" (44x442x372) mm NEGRO",U,15.48,,FALSO,0,INSELEC,
1536,"BNJ-106 BAND. 15 Cm 1 UR. 19"" (46.5x442x156) mm NEGRO",U,11.06,,FALSO,0,INSELEC,
1537,"BNJ-107 BAND. 20 Cm 1 UR 19"" (46.5x442x206) mm NEGRO",U,12.73,,FALSO,0,INSELEC,
1538,"BNJ-108 BAND. PARA TECLADO 1 UR 19"" (44x442x425) mm NEGRO",U,36.38,,FALSO,0,INSELEC,
1539,BNJ-109 BAND. PARA SUJECION DE 4 PARANTES (87.5x440x750) mm NEGRO,U,32.07,,FALSO,0,INSELEC,
154,TOMACORRIENTES,U,0,,FALSO,4,INVENTARIO,
1540,BNJ-1110 BAND. PARA SUJECION DE 4 PARANTES (89.5x440x450) mm NEGRO,U,24.81,,FALSO,0,INSELEC,
1541,BTT - 05 BORNERA COMPACTA 5 TERMINALES,U,5.5,,FALSO,0,INSELEC,
1542,LP - 15 LAMPARA 15W 110V AC (50x300x50) mm,U,23.21,,FALSO,0,INSELEC,
1543,"TPL - 48 - 8 MULTITOMA 48"" 8 TOMAS DOBLES",U,65.37,,FALSO,0,INSELEC,
1544,"TPL - 72 - 8 MULTITOMA 72"" 8 TOMAS DOBLES",U,68.9,,FALSO,0,INSELEC,
1545,"TPL - 84 - 12 MULTITOMA 84"" 12 TOMAS DOBLES",U,84.78,,FALSO,0,INSELEC,
1546,"TPL - 19 - 4 MULTITOMA HORIZONTAL 19"" 4 TOMAS DOBLES",U,34.26,,FALSO,0,INSELEC,
1547,"MULTITOMA HORIZONTAL 19"" 3 TOMAS DOBLES + PUERTO USB 5.25V 2100 mA",U,37.71,,FALSO,0,INSELEC,
1548,"MULTITOMA HORIZONTAL DE 19"" (PROFUNDIDAD 110) mm",U,41.25,,FALSO,0,INSELEC,
1549,"MULTITOMA VERTICAL 12 TOMAS DOBLES 87""",U,84.01,,FALSO,0,INSELEC,
155,TOMACORRIENTE 220V,U,0,,FALSO,5,INVENTARIO,
1550,MULTITOMA PARA PARED DE 4 TOMAS DOBLES (110V) + USB (5V/2.1A)  (I-1138),U,51.28,,FALSO,0,INSELEC,
1551,TPL-84-12M MULTITOMA VERTICAL DE 84” 12 TOMAS DOBLES (I-1139 ),U,68.04,,FALSO,0,INSELEC,
1552,"ORGH - 41 ORGANIZADOR CON CANALETA 19"" (40x40) mm",U,13.18,,FALSO,0,INSELEC,
1553,"ORGH - 42 ORGANIZADOR CON CANALETA 19"" (40x60) mm",U,14.87,,FALSO,0,INSELEC,
1554,"ORGH - 43 ORGANIZADOR CON CANALETA 19"" (60x80) mm",U,18.64,,FALSO,0,INSELEC,
1555,"ORGH - 44 ORGANIZADOR CON CANALETA 19"" (80x80) mm",U,20.33,,FALSO,0,INSELEC,
1556,"ORGH - 45 ORGANIZADOR DOBLE CANAL. 19"" (80x80) mm  / (60x80) mm",U,31.05,,FALSO,0,INSELEC,
1557,"ORGV - 51 ORGANIZADOR VERTICAL SIMPLE 48"" (40x60) mm",U,35.22,,FALSO,0,INSELEC,
1558,"ORGV - 51Z ORGANIZADOR VERTICAL SIMPLE 48"" (40x60) mm",U,33.75,,FALSO,0,INSELEC,
1559,"ORGV - 52 ORGANIZADOR VERTICAL SIMPLE 72"" (40x60) mm",U,38.07,,FALSO,0,INSELEC,
156,TOMACORRIENTE + USB,U,0,,FALSO,2,INVENTARIO,
1560,"ORGV - 52Z ORGANIZADOR VERTICAL SIMPLE 72"" (40x60) mm",U,36.82,,FALSO,0,INSELEC,
1561,"ORGV - 53 ORGANIZADOR VERTICAL SIMPLE 84"" (40x60) mm",U,39.84,,FALSO,0,INSELEC,
1562,"ORGV - 53Z ORGANIZADOR VERTICAL SIMPLE 84"" (40x60) mm",U,37.64,,FALSO,0,INSELEC,
1563,"ORGV - 54 ORGANIZADOR VERTICAL SIMPLE 48"" (60x80) mm",U,43.14,,FALSO,0,INSELEC,
1564,"ORGV - 54Z ORGANIZADOR VERTICAL SIMPLE 48"" (60x80) mm",U,43.65,,FALSO,0,INSELEC,
1565,"ORGV - 55 ORGANIZADOR VERTICAL SIMPLE 72"" (60x80) mm",U,47.65,,FALSO,0,INSELEC,
1566,"ORGV - 55Z ORGANIZADOR VERTICAL SIMPLE 72"" (60x80) mm",U,45.4,,FALSO,0,INSELEC,
1567,"ORGV - 56 ORGANIZADOR VERTICAL SIMPLE 84"" (60x80) mm",U,49.78,,FALSO,0,INSELEC,
1568,"ORGV - 56Z ORGANIZADOR VERTICAL SIMPLE 84"" (60x80) mm",U,46.36,,FALSO,0,INSELEC,
1569,"ORGV - 57 ORGANIZADOR VERTICAL SIMPLE 48"" (80x80) mm",U,48.68,,FALSO,0,INSELEC,
157,TOMACORRIENTE POLARIZADO SIN TAPA,U,0,,FALSO,4,INVENTARIO,
1570,"ORGV - 57Z ORGANIZADOR VERTICAL SIMPLE 48"" (80x80) mm",U,49.16,,FALSO,0,INSELEC,
1571,"ORGV - 58 ORGANIZADOR VERTICAL SIMPLE 72"" (80x80) mm",U,52.87,,FALSO,0,INSELEC,
1572,"ORGV - 58Z ORGANIZADOR VERTICAL SIMPLE 72"" (80x80) mm",U,53.57,,FALSO,0,INSELEC,
1573,"ORGV - 59 ORGANIZADOR VERTICAL SIMPLE 84"" (80x80) mm",U,55.31,,FALSO,0,INSELEC,
1574,"ORGV - 59Z ORGANIZADOR VERTICAL SIMPLE 84"" (80x80) mm",U,54.4,,FALSO,0,INSELEC,
1575,"ORGV - 60 ORGANIZADOR VERTICAL SIMPLE 87"" (80x80) mm",U,50.1,,FALSO,0,INSELEC,
1576,"ORGV - 60Z ORGANIZADOR VERTICAL DOBLE 48"" (80x80) mm / (80x80) mm",U,47.31,,FALSO,0,INSELEC,
1577,S 610 TORNILLO M6 X 10 mm 20 Unidades x funda,U,2.03,,FALSO,0,INSELEC,
1578,"ORGANIZADOR DOBLE CON Z DE 84"" (80x80) mm",U,94.29,,FALSO,0,INSELEC,
1579,N 62.0 TUERCA ENCAPSULADA M6 X 2.0mm 20 unidades x funda,U,6.88,,FALSO,0,INSELEC,
158,TIMBRE SIMPLE,U,0,,FALSO,5,INVENTARIO,
1580,"ORGANIZADOR VERTICAL SIMPLE 60X80 72"" (RACK MERCURIO) (I-1166 )",U,46.44,,FALSO,0,INSELEC,
1581,"ORGANIZADOR VERTICAL SIMPLE 80X80 72"" (RACK MERCURIO) (I-1167 )",U,51.66,,FALSO,0,INSELEC,
1582,"ORGANIZADOR VERTICAL SIMPLE 60X80 84"" (RACK MERCURIO) (I-1168 )",U,48.43,,FALSO,0,INSELEC,
1583,"ORGANIZADOR VERTICAL SIMPLE 80X80 84"" (RACK MERCURIO) (I-1169 )",U,53.83,,FALSO,0,INSELEC,
1584,VENT - 71 VENTILADOR CON CABLE 2 Mt. Y ENCHUFE,U,38.87,,FALSO,0,INSELEC,
1585,BAND. CON 2 VENTILADORES 110VAC (I-1172),U,76.38,,FALSO,0,INSELEC,
1586,"PARANTES CON TUERCA REMACHABLE 48"" 2 Unidades",U,67.76,,FALSO,0,INSELEC,
1587,"PARANTES CON TUERCA REMACHABLE 72"" 2 Unidades",U,98.16,,FALSO,0,INSELEC,
1588,"PARANTES CON TUERCA REMACHABLE 84"" 2 Unidades",U,119.66,,FALSO,0,INSELEC,
1589,"PARANTE CON TUERCA REMACHABLE 86"" (2 UNIDADES)",U,158.92,,FALSO,0,INSELEC,
159,TIMBRE SIMPLE SOBREPUESTO,U,0,,FALSO,1,INVENTARIO,
1590,"PARANTES CON TUERCA ENCAPSULADA 48"" 2 Unidades",U,55.85,,FALSO,0,INSELEC,
1591,PARANTES CON TUERCA ENCAPSULADA 24UR (2 Unidades),U,10.55,,FALSO,0,INSELEC,
1592,"PARANTES CON TUERCA ENCAPSULADA 72"" 2 Unidades",U,80.08,,FALSO,0,INSELEC,
1593,PARANTES CON TUERCA ENCAPSULADA 36UR (2 Unidades),U,15.49,,FALSO,0,INSELEC,
1594,"PARANTES CON TUERCA ENCAPSULADA 84"" 2 Unidades",U,93.88,,FALSO,0,INSELEC,
1595,TAPAS DE RESERVA 1 UR,U,4.9,,FALSO,0,INSELEC,
1596,TAPAS DE RESERVA 2 UR,U,6.11,,FALSO,0,INSELEC,
1597,PARANTE CON TUERCA ENCAPSULADA 45 UR 2 UNIDADES,U,125.38,,FALSO,0,INSELEC,
1598,PATCH PANEL 24 PUERTOS CAT. 5E,U,28.97,,FALSO,0,INSELEC,
1599,"ORGANIZADOR PLASTICO , 44 x 88 x 480 mm 1UR (I-2000)",U,7.86,,FALSO,0,INSELEC,
16,"TORNILLO TIRAFONDO 3""",U,0,,FALSO,35,INVENTARIO,
160,INTERRUPTOR SIMPLE,U,0,,FALSO,1,INVENTARIO,
1600,"ORGANIZADOR PLASTICO , 88 x 88 x 480 mm 2UR (I-2001)",U,10.7,,FALSO,0,INSELEC,
16001,VARILLA COPERWELL. BAJA CAMADA 5/8X1.80 25MICRAS,U,6,6.72,VERDADERO,0,INVENTARIO,
16002,CONECTOR PARA VARILLA COPERWELL,U,1.5,1.68,VERDADERO,0,INVENTARIO,
1601,BM - 100 BLOQUEO MECANICO FRAME 50 - 100 NEGRO,U,31.05,,FALSO,0,INSELEC,
1602,BM - 225 BLOQUEO MECANICO FRAME 125 - 225 NEGRO,U,32.35,,FALSO,0,INSELEC,
1603,BM - 400 BLOQUEO MECANICO FRAME 250 - 400 NEGRO,U,33.68,,FALSO,0,INSELEC,
1604,BM - 500 BLOQUEO MECANICO FRAME 500 - 600 NEGRO,U,35.68,,FALSO,0,INSELEC,
1605,CAJA DE PASO PINTADA SERVICIO PESADO (150x150x90) mm IP 20 BEIGE,U,6.43,,FALSO,0,INSELEC,
